Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetTown,MeetName
Vladimir Adamov,M,B,Raw,33.0,24-34,24-39,Amateur Open,114.4,125,,,,,,190.0,197.5,202.5,,202.5,,,,,,202.5,1,118.23,117.83,112.77,87.22,Yes,Russia,,WRPF,WRPF,6/7/2019,Russia,,Dimitrovgrad,Ironman Tournament
Jen Sinkler,F,SBD,Single-ply,36.0,35-39,24-39,F-O,67.2,67.5,,,,,140.0,,,,,72.5,,,,,165.0,377.5,2,390.73,386.52,340.99,65.79,Yes,USA,,USAPL,IPF,6/12/2014,USA,MN,,Minnesota Senior State Open
Denis Orlov,M,B,Raw,36.0,35-39,24-39,M-O,87.7,90,,,,,,-135.0,-135.0,,,,,,,,,,DQ,,,,,,,,GPC-RUS,GPC,14/12/2014,Russia,KHA,Khabarovsk,Russian Championships
Boisley Rajachicke,F,SBD,Single-ply,,,,Girls,121.29,100+,,,,,115.67,,,,,56.7,,,,,115.67,288.03,4,230.42,229.89,194.68,40.62,Yes,,,THSWPA,,16/1/2016,USA,TX,Pearsall,Pearsall Metal Classic
Georgiy Gnezdilo,M,B,Raw,41.0,40-44,40-49,Pro Masters 40-49,104.4,110,,,,,,165.0,-172.5,-172.5,,165.0,,,,,,165.0,1,99.74,98.8,94.34,74.08,,Russia,,WRPF,WRPF,20/4/2019,Russia,BA,Ufa,Bashkortostan Championships
Vincent Hurst,M,SBD,Raw,24.5,24-34,24-39,MR-O,80.8,83,200.0,207.5,215.0,,215.0,125.0,132.5,-140.0,,132.5,227.5,242.5,247.5,,247.5,595.0,2,407.9,403.69,388.79,83.49,Yes,USA,VA,USAPL,IPF,10/9/2017,USA,VA,,Virginia Last Chance Qualifier
Dylan Moldovan,M,SBD,Single-ply,20.0,20-23,19-23,Open,88.0,93,,,,,302.5,,,,,155.0,,,,,265.0,722.5,1,472.57,466.66,447.7,80.71,Yes,Canada,SK,CPU,IPF,29/9/2018,Canada,SK,Regina,Saskatchewan Provincials
Slavomír Kubica,M,B,Raw,21.0,20-23,19-23,Pro Juniors 20-23,105.3,110,,,,,,185.0,195.0,-200.0,,195.0,,,,,,195.0,1,117.47,116.41,111.16,87.2,,Slovakia,,WPC,WPC,13/12/2019,Russia,MOW,Moscow,World Cup
Nikita Tokunov,M,SBD,Wraps,26.0,24-34,24-39,Pro Open,99.0,100,125.0,130.0,140.0,,140.0,100.0,110.0,115.0,,115.0,130.0,145.0,155.0,,155.0,410.0,2,253.47,250.54,239.34,52.04,,,,WRPF,WRPF,6/3/2021,Russia,KO,Vorkuta,Vorkuta City Championships
Andrew Meintzer,M,SBD,Raw,21.5,20-23,19-23,Juniors,99.5,105,,,,,192.5,,,,,130.0,,,,,215.0,537.5,1,331.56,327.78,313.09,68.06,Yes,Canada,AB,CPU,IPF,20/4/2013,Canada,AB,Calgary,Strive To Qualify
Yuliya Dolnikova,F,B,Single-ply,28.5,24-34,24-39,O,52.0,52,,,,,,50.0,57.5,-60.0,,57.5,,,,,,57.5,1,70.09,71.68,63.54,39.85,,Ukraine,,UkrainePO,,15/2/2008,Ukraine,,Nikolaev,Ukrainian Championships
Sergey Sokolov #7,M,SBD,Raw,46.5,45-49,40-49,Amateur Open,103.8,110,,,,,,,,,,,,,,,,715.0,1,433.23,429.01,409.64,88.75,Yes,Russia,,WPC-RUS,WPC,19/11/2016,Russia,ROS,Rostov-on-Don,CIS Championships
Kelvin Suen,M,SBD,Raw,34.5,24-34,24-39,Open,70.4,74,,,,,177.5,,,,,132.5,,,,,202.5,512.5,8,383.45,382.4,370.49,77.22,Yes,Canada,ON,CPU,IPF,2/11/2018,Canada,ON,Ottawa,Ontario Open and Masters Provincials
Darya Bryantseva,F,SBD,Raw,27.0,24-34,24-39,Open,50.0,52,87.5,90.0,-92.5,,90.0,52.5,-55.0,-55.0,,52.5,97.5,102.5,-107.5,,102.5,245.0,5,306.99,314.74,279.47,64.04,Yes,,,IPL,IPL,20/4/2017,Russia,MOW,Dolgoprudny,European Championships
Jennifer McConnell,F,SBD,Raw,32.5,24-34,24-39,Open,56.2,57,,,,,105.0,,,,,70.0,,,,,125.0,300.0,5,346.92,352.0,311.33,71.13,Yes,Canada,ON,CPU,IPF,21/11/2015,Canada,ON,Ottawa,Ontario Open and Masters Provincials
Elizabeth Vogel,F,SBD,Raw,30.5,24-34,24-39,FR-O,101.6,84+,105.0,115.0,122.5,,122.5,47.5,52.5,-57.5,,52.5,127.5,137.5,147.5,,147.5,322.5,6,273.53,267.3,229.16,57.28,Yes,USA,WI,USAPL,IPF,25/1/2020,USA,WI,,WI State Championship
Jaroslav Tomanec,M,D,Multi-ply,72.0,70-74,70-999,M_MEM_7_WPC,82.5,82.5,,,,,,,,,,,150.0,157.0,162.0,,162.0,162.0,1,109.74,108.52,104.42,,,Czechia,,WPC,WPC,8/12/2015,Czechia,,Prague,World Cup
Lily Walts,F,SBD,Single-ply,,,,Girls,64.95,67.3,,,,,97.52,,,,,40.82,,,,,102.06,240.4,11,253.85,252.35,222.74,42.67,Yes,,,THSWPA,,6/2/2020,USA,TX,Rice Consolidated,Swamp Strength Invitational
Giuseppe Battisti,M,SBD,Single-ply,51.5,50-54,50-59,Master II,103.34,105,230.0,240.0,250.5,,250.5,150.0,-160.0,-160.0,,150.0,260.0,270.0,281.0,,281.0,681.5,1,413.69,409.57,391.07,70.17,Yes,Italy,,FIPL,IPF,13/10/2016,Italy,,Terni,XVI Coppa Italia
Vladislav Sannikov,M,SBD,Raw,74.0,70-74,70-999,Amateur Masters 70-74,79.9,82.5,-100.0,100.0,107.5,,107.5,85.0,87.5,90.0,,90.0,125.0,130.0,,,130.0,327.5,1,225.99,223.76,215.61,46.22,Yes,Russia,,WPC-RUS,WPC,7/6/2012,Russia,MOW,Moscow,Russian Powerlifting Championships
Evgeniy Bondarenko,M,B,Raw,27.0,24-34,24-39,Open,108.7,110,,,,,,180.0,-185.0,,,180.0,,,,,,180.0,3,107.09,106.32,101.58,79.33,,,,RPU,,13/10/2017,Russia,VOR,Voronezh,Black Earth Cup
Charity Acuna,F,SBD,Single-ply,17.0,16-17,14-18,Girls,66.59,67.3,,,,,154.22,,,,,77.11,,,,,124.74,356.07,1,370.51,366.99,323.81,62.35,Yes,,,THSWPA,,4/2/2015,USA,TX,Southside Highschool,Southside Invitational 5
Kirill Streltsov,M,B,Raw,30.0,24-34,24-39,Open,89.1,90,,,,,,130.0,140.0,145.0,,145.0,,,,,,145.0,3,94.24,93.05,89.22,70.27,Yes,,,RPU,,25/2/2017,Russia,,Yaroslav,Cup of Yaroslav the Wise
Brooke Hyatt,F,SBD,Single-ply,,,,Girls,65.23,67.3,,,,,99.79,,,,,49.9,,,,,124.74,274.42,8,289.04,287.14,253.44,48.59,Yes,,,THSWPA,,7/2/2015,USA,TX,San Marcos Texas,San Marcos Rattler Powerlifting Meet
Maggie Trevethan,F,SBD,Single-ply,,,,Girls,66.22,67.3,,,,,74.84,,,,,29.48,,,,,86.18,190.51,4,198.88,197.15,173.97,33.46,Yes,,,THSWPA,,20/2/2021,USA,TX,Lehman,Lehman Tri-Meet 2
Danny Potter,M,BD,Raw,35.5,35-39,24-39,M-C-Open,73.8,74,,,,,,135.0,142.5,145.5,,145.5,215.0,-225.0,227.5,,227.5,373.0,1,270.4,268.82,259.92,,Yes,England,NW,EPA,IPF,26/3/2017,England,,Stalybridge,NW Push Pull
Noelia Delgado,F,SBD,Single-ply,,16-17,14-18,Girls,51.26,51.9,,,,,83.91,,,,,49.9,,,,,90.72,224.53,4,276.43,283.01,251.01,46.18,Yes,,,THSWPA,,14/1/2017,USA,TX,Hillsboro,Hillsboro Invitational
Yuliya Vakhterova,F,D,Raw,35.0,35-39,24-39,Amateur Open,47.4,48,,,,,,,,,,,120.0,128.0,132.5,137.5,132.5,132.5,1,172.57,177.11,157.78,,Yes,Russia,,WPC,WPC,1/8/2015,Russia,AMU,Blagoveschensk,East Asian Championships
Carlotta Boattini,F,D,Raw,26.5,24-34,24-39,Open,79.88,84,,,,,,,,,,,132.5,140.0,-147.5,,140.0,140.0,4,132.01,128.21,112.45,,Yes,,,FIPL,IPF,21/2/2019,Italy,,San Zenone al Lambro,XIX Campionato Italiano Open di Stacco e V Campionato Italiano Open Classic di Stacco
Hunter York,M,SBD,Raw,19.5,20-23,19-23,MR-C,104.9,105,185.0,195.0,-205.0,,195.0,120.0,130.0,140.0,,140.0,215.0,220.0,225.0,,225.0,560.0,14,337.86,334.74,319.64,69.17,Yes,USA,TX,USAPL,IPF,14/12/2019,USA,TX,,Collegiate Cup & Texas Open
Devin Cagnolatti,M,SBD,Multi-ply,35.0,35-39,24-39,M_OEM_AAPF,81.8,82.5,,,,,302.5,,,,,247.5,,,,,255.0,805.0,1,547.95,542.05,521.76,93.76,Yes,USA,,APF,WPC,3/4/2009,USA,ID,,Amateur Nationals
Aleksey Korovushkin,M,B,Raw,24.5,24-34,24-39,Amateur Open,99.0,100,,,,,,142.5,147.5,-152.5,,147.5,,,,,,147.5,1,91.19,90.13,86.1,67.9,Yes,Russia,,WPC-RUS,WPC,25/9/2010,Russia,KLU,Kaluga,Adrenaline
Bevin Wakefield,F,SBD,Single-ply,,,,Girls,49.9,51.9,,,,,56.7,,,,,38.56,,,,,83.91,179.17,3,224.82,230.52,204.71,37.56,Yes,,,THSWPA,,11/2/2020,USA,TX,Goergetown,East View Mini-Meet
実島 可斉,M,SBD,Raw,55.0,55-59,50-59,Open,58.1,59,110.0,120.0,130.0,,130.0,85.0,90.0,95.0,,95.0,115.0,125.0,,,125.0,350.0,4,303.46,307.55,300.88,58.39,Yes,,,JPA,IPF,29/6/2019,Japan,,Okinoerabu,National Athletic Meet Kyushu/Okinawa Block
Jean Rodríguez,M,SBD,Wraps,23.0,20-23,19-23,Open,59.0,60,110.0,120.0,-130.0,,120.0,80.0,-85.0,-85.0,,80.0,150.0,160.0,-170.0,,160.0,360.0,2,308.11,311.82,304.79,59.57,,,,ACHIPO,GPA,28/11/2015,Chile,,San Carlos,Campeonato Nacional de Powerlifting y Press Banco
Carissa Perez,F,SBD,Single-ply,,,,Girls,114.85,117.7,,,,,88.45,,,,,43.09,,,,,95.25,226.8,6,184.36,182.82,155.3,32.37,Yes,,,THSWPA,,21/1/2017,USA,TX,San Diego,San Diego Powerlifting Meet
Cheney Carrillo,F,SBD,Single-ply,,,,Girls,55.47,56,,,,,115.67,,,,,43.09,,,,,106.59,265.35,3,309.52,314.55,278.29,51.75,Yes,,,THSWPA,,17/2/2018,USA,TX,Stephenville,Stephenville Invitational
Jack Eisenlohr,M,SBD,Raw,35.0,35-39,24-39,M_OR_APF,84.82,90,,,,,179.17,,,,,120.2,,,,,210.92,510.3,1,340.38,336.36,323.23,69.87,,USA,,APF,WPC,20/7/2019,USA,IN,Indianapolis,West Indy Summer Bash
Renate Evertsen,F,SBD,Raw,22.5,20-23,19-23,Juniors 19-23,66.5,72,70.0,77.5,-80.0,,77.5,60.0,65.0,67.5,,67.5,115.0,125.0,130.0,,130.0,275.0,1,286.38,283.71,250.34,58.19,Yes,,,NSF,IPF,8/12/2012,Norway,,Ganddal,Åpent stevne
Shaun Simpson,M,SBD,Single-ply,,,,Open,56.0,56,,,,,92.5,,,,,67.5,,,,,125.0,285.0,1,255.09,259.45,254.38,43.24,Yes,Canada,AB,CPU,IPF,25/2/1984,Canada,AB,Stettler,APU Provincials
Adam Harrington,M,SBD,Wraps,36.0,35-39,24-39,M_OCR_APF,131.09,140,237.5,-252.5,-252.5,,237.5,160.0,175.0,182.5,,182.5,250.0,272.5,280.0,,280.0,700.0,2,390.98,395.33,377.46,78.37,,,,APF,WPC,25/3/2017,USA,IA,,Armed Forces Show and Iowa and Nebraska State Championships
Andrey Shelepov,M,SBD,Raw,41.0,40-44,40-49,Pro Masters 40-44,82.4,82.5,175.0,185.0,-190.0,,185.0,140.0,145.0,147.5,,147.5,210.0,-225.0,-225.0,,210.0,542.5,2,367.74,363.69,349.96,75.37,,Russia,,WPC,WPC,18/4/2012,Russia,ROS,Rostov-on-Don,European Championships
Emma Romer,F,SBD,Single-ply,,,,Girls,56.7,60.1,,,,,79.38,,,,,36.29,,,,,77.11,192.78,5,221.63,224.63,198.64,37.08,Yes,,,THSWPA,,4/2/2021,USA,TX,Belton,Belton Duel
Anton Kvasha,M,SBD,Single-ply,20.5,20-23,19-23,Open,60.0,60,,,,,237.5,,,,,137.5,,,,,210.0,585.0,2,493.76,498.93,487.21,84.07,Yes,Ukraine,,UkrainePF,IPF,6/6/2009,Ukraine,,Kyev,Kyev Open Powerlifting Championship
Noemi Acosta,F,SBD,Single-ply,,18-19,,Girls,59.87,60.1,,,,,,,,,,,,,,,,,DQ,,,,,Yes,,,THSWPA,,10/2/2018,USA,TX,Livingston Junior High,Livingston Lion Invitational
Mario von Arx,M,B,Raw,34.0,24-34,24-39,Open,105.0,110,,,,,,175.0,182.5,-190.0,,182.5,,,,,,182.5,2,110.07,109.05,104.14,81.72,,,,SwissPL,,27/4/2013,Switzerland,,Lienz,Ost-Schweizermeisterschaft
Talib Araim,M,SBD,Raw,19.5,20-23,19-23,MR-O,90.04,93,207.5,-217.5,-217.5,,207.5,120.0,125.0,-130.0,,125.0,220.0,230.0,-232.5,,230.0,562.5,10,363.63,359.02,344.07,74.76,Yes,USA,GA,USAPL,IPF,4/2/2017,USA,GA,,Georgia State Championships
Henrik Kuusisto,M,SBD,Raw,19.5,20-23,19-23,Under 20,78.4,83,100.0,120.0,130.0,,130.0,85.0,95.0,-100.0,,95.0,125.0,140.0,150.0,,150.0,375.0,5,261.72,259.35,250.11,53.44,Yes,,,SVNL,IPF,1/3/2014,Finland,,Salo,Nuorten klassisen voimanoston SM-kisat
Teppo Lehtonen,M,B,Raw,45.5,45-49,40-49,Over 40,140.35,120+,,,,,,-185.0,-185.0,,,,,,,,,,DQ,,,,,Yes,,,SVNL,IPF,25/7/2015,Finland,,Pietarsaari,Jaakon Päivien klassinen penkkipunnerruskilpailu
Maryana Kolyadenko,F,B,Single-ply,21.5,20-23,19-23,Open,46.7,47,,,,,,,,,,50.0,,,,,,50.0,1,65.84,67.56,60.25,38.1,Yes,,,UkrainePF,IPF,12/3/2013,Ukraine,,Borislav,Ukrainian Bench Press Championships
Natalie Blake,F,B,Raw,34.0,24-34,24-39,F-C-Open,53.4,57,,,,,,85.0,90.0,-96.0,,90.0,,,,,,90.0,1,107.71,109.91,97.33,84.2,Yes,England,,BP,IPF,15/1/2017,UK,,,British Classic Bench Press Championships
Tonya Power,F,SBD,Raw,,,40-49,Masters 1,101.6,84+,,,,,80.0,,,,,47.5,,,,,90.0,217.5,3,184.47,180.27,154.55,38.63,Yes,Canada,NL,CPU,IPF,27/4/2019,Canada,NL,St. John's,4th Annual Heavyweights Open
Brenda Garcia,F,SBD,Single-ply,14.0,13-15,14-18,Girls,61.6,67.3,,,,,68.04,,,,,34.02,,,,,83.91,185.97,4,202.79,203.17,179.45,34.01,Yes,,,THSWPA,,28/1/2015,USA,TX,Southside Highschool,Southside Invitational 4
Dmytro Semenenko,M,SBD,Single-ply,25.5,24-34,24-39,Open,104.15,105,,,,,405.0,,,,,272.5,,,,,340.0,1017.5,2,615.68,609.77,582.24,104.39,Yes,Ukraine,,UkrainePF,IPF,7/2/2014,Ukraine,,Kolomyia,Ukrainian Powerlifting Championship
Lukáš Tesař,M,SBD,Wraps,26.0,24-34,24-39,O,97.6,100,-265.0,-265.0,265.0,,265.0,190.0,200.0,-205.0,,200.0,260.0,275.0,280.0,,280.0,745.0,6,463.49,457.96,437.62,95.21,,Czechia,,GPC,GPC,16/9/2018,Hungary,,Eger,World Championships
Mason Freeman,M,D,Raw,22.5,20-23,,Juniors,81.56,82.5,,,,,,,,,,,,,,,274.42,274.42,1,187.11,185.11,178.21,,,USA,,SPF,,28/4/2018,USA,AR,,Bordertown Bash 3
V'yacheslav Pominchuk,M,SBD,Single-ply,35.5,35-39,24-39,Open,114.0,120,220.0,230.0,250.0,,250.0,150.0,160.0,175.0,,175.0,180.0,190.0,200.0,,200.0,625.0,2,365.35,364.02,348.33,61.65,Yes,Ukraine,,UkrainePF,IPF,22/12/2013,Ukraine,,Kyev,Kyev Powerlifting Cup
Androulakis Korakakis,M,SBD,Raw,,20-23,,M_JR_BPU,120.0,125,207.5,222.5,230.0,,230.0,137.5,142.5,-147.5,,142.5,210.0,215.0,-227.5,,215.0,587.5,1,337.4,337.77,323.67,68.29,,,,BPU,WPC,13/12/2015,England,,,Southern Qualifier
Pavlo Ischenko,M,B,Multi-ply,24.5,24-34,24-39,O,90.0,90,,,,,,210.0,220.0,-225.0,,220.0,,,,,,220.0,1,142.25,140.45,134.6,74.21,,Ukraine,,UkrainePO,,23/4/2016,Ukraine,,Kyiv,Ukrainian Championship
Roy Guerin,M,B,Raw,36.0,35-39,24-39,O,65.65,67.5,,,,,,127.5,-132.5,-132.5,,127.5,,,,,,127.5,1,100.3,100.55,97.73,72.53,,Ireland,,GPC,GPC,12/11/2011,Ireland,,Limerick,World Championships
Arsen Akopyan,M,B,Raw,51.0,50-54,50-59,Amateur Masters 50-59,88.9,90,,,,,,110.0,115.0,120.0,,120.0,,,,,,120.0,1,78.08,77.09,73.93,58.22,Yes,Russia,,WRPF,WRPF,16/12/2021,Russia,MOW,Moscow,World Championships
Andrej Nika,M,D,Raw,18.0,18-19,14-18,Dorast,75.8,90,,,,,,,,,,,210.0,225.0,235.0,,235.0,235.0,1,167.46,166.23,160.54,,,Slovakia,,SAST,GPC,28/8/2021,Slovakia,,Liptovského Hrádku,Slovenský pohár v mŕtvom ťahu
Morgan Ihlenfeldt,F,SBD,Single-ply,,,,Girls,65.86,67.3,,,,,90.72,,,,,45.36,,,,,83.91,219.99,9,230.4,228.57,201.71,38.75,Yes,,,THSWPA,,17/1/2015,USA,TX,Bryan,Brazos Valley
Jiří Vejpustek,M,B,Single-ply,26.5,24-34,24-39,Open,98.3,100,,,,,,155.0,165.0,-170.0,,165.0,,,,,,165.0,5,102.33,101.12,96.62,52.93,Yes,,,CSST,IPF,20/5/2001,Czechia,,Jemnice,Mistrovstvi Moravy v Tlaku v Lehu
中村 敏雄,M,B,Raw,48.5,45-49,40-49,Masters 1,105.6,120,,,,,,150.0,160.0,175.0,,175.0,,,,,,175.0,3,105.3,104.36,99.66,78.15,Yes,,,JPA,IPF,30/11/2019,Japan,,Akashi,Japanese Masters Juniors & Sub-Juniors Classic Bench Press Championships
Anthony Dang,M,SBD,Raw,16.5,16-17,14-18,MR-T2,65.9,66,137.5,147.5,-152.5,,147.5,67.5,72.5,75.0,,75.0,165.0,175.0,187.5,,187.5,410.0,1,321.61,322.33,313.24,63.96,Yes,USA,CA,USAPL,IPF,6/11/2021,USA,CA,,Warcat Open
Chris Bartl,M,B,Multi-ply,34.0,24-34,24-39,M_OEM_AAPF,125.0,125,,,,,,,,,,227.5,,,,,,227.5,1,128.94,129.64,124.06,66.02,Yes,USA,,APF,WPC,8/12/2012,USA,CA,Solvang,Viking Challenge
Marc Tejero,M,SBD,Multi-ply,35.0,35-39,24-39,M_OEM_AAPF,66.7,67.5,285.0,-305.0,305.0,,305.0,182.5,195.0,200.0,,200.0,252.5,-270.0,270.0,,270.0,775.0,1,602.53,603.31,585.95,103.03,Yes,USA,,APF,WPC,26/4/2013,USA,MI,Grand Rapids,Amateur National Powerlifting Championships
Michael Rodriguez #16,M,SBD,Raw,23.5,24-34,24-39,MR-O,110.4,120,175.0,185.0,195.0,,195.0,102.5,107.5,-115.0,,107.5,215.0,230.0,240.0,,240.0,542.5,4,320.87,318.9,304.83,65.45,Yes,USA,TX,USAPL,IPF,20/10/2018,USA,VA,,Virginia Winter Wrecker
Tomáš Sedláček,M,SBD,Single-ply,30.0,24-34,24-39,Open,87.8,90,,,,,255.0,,,,,157.5,,,,,260.0,672.5,2,440.39,434.9,417.26,75.22,Yes,Czechia,,CSST,IPF,13/4/1996,Czechia,,,Mistrovstvi České Republiky Mužů
Brianna Charles,F,SBD,Single-ply,,,,Girls,57.52,60.1,,,,,133.81,,,,,70.31,,,,,133.81,337.93,3,384.88,389.35,344.23,64.41,Yes,,,THSWPA,,2/3/2018,USA,TX,Carrizo Springs,Region 5 Division 2
Steve Harrington,M,BD,Single-ply,28.5,24-34,24-39,M-O,85.0,90,,,,,,,,,,210.0,,,,,255.0,465.0,1,309.81,306.13,294.15,,Yes,,,USAPL,IPF,10/5/2014,USA,MI,,5th Annual Ironman Push/Pull Meet
Harald Morten Haug,M,B,Single-ply,44.5,40-44,40-49,Masters 40-49,109.5,120,,,,,,222.5,230.0,-235.0,,230.0,,,,,,230.0,1,136.46,135.54,129.53,70.1,Yes,Norway,,NSF,IPF,16/8/2014,Norway,,Gruva,Klubbstevne
Liisa Peri,F,SBD,Raw,23.5,24-34,24-39,Open,50.06,52,95.0,100.0,-105.0,,100.0,52.5,57.5,-60.0,,57.5,110.0,117.5,122.5,,122.5,280.0,2,350.54,359.37,319.08,73.11,Yes,Estonia,,EJTL,IPF,26/10/2019,Estonia,,Tallinn,Estonian Classic Powerlifting Championships
James Senior,M,SBD,Raw,24.5,24-34,24-39,MR-O,66.0,66,175.0,185.0,197.5,,197.5,125.0,135.0,-140.0,,135.0,185.0,195.0,205.0,,205.0,537.5,2,421.15,422.04,410.1,83.79,Yes,England,YNE,EPA,IPF,16/3/2019,England,,Ashington,Yorkshire North East Spring Open
Darya Lopyreva,F,D,Raw,16.0,16-17,14-18,Amateur Teen 14-16,41.8,44,,,,,,,,,,,95.0,107.5,115.0,,115.0,115.0,1,164.85,167.35,151.09,,Yes,Russia,,WRPF,WRPF,20/3/2021,Russia,STA,Stavropol,Cup of St. George the Victorious
Jasmine Hernandez,F,SBD,Single-ply,,18-19,14-18,Girls,59.87,60.1,,,,,136.08,,,,,58.97,,,,,145.15,340.19,14,377.63,379.91,335.68,63.27,Yes,,,THSWPA,,5/3/2016,USA,TX,Weslaco East,Region 5 Division 1
Janne Nyberg,M,B,Raw,21.5,20-23,19-23,Open,73.45,74,,,,,,125.0,132.5,135.0,,135.0,,,,,,135.0,1,98.17,97.63,94.41,72.28,Yes,,,SVNL,IPF,7/4/2018,Finland,,Nykarleby,SFIM Klassiskt Bänkpress
Anne Wunder,F,SBD,Raw,27.0,24-34,24-39,F-O,55.0,55.5,,,,,80.0,,,,,45.0,,,,,122.5,247.5,1,290.35,295.35,261.36,59.67,Yes,Germany,,GDFPF,WDFPF,5/4/2015,Germany,,Dortmund,Ergebnisse der 7. Deutsche Meisterschaften
Shane Kelly,M,SBD,Raw,,,,Open,95.4,105,,,,,232.5,,,,,155.0,,,,,250.0,637.5,2,400.76,395.79,378.47,82.37,Yes,Canada,ON,CPU,IPF,9/6/2018,Canada,ON,Niagara,Niagara Open
Artem Kayumov,M,D,Raw,23.0,20-23,24-39,Juniors 20-23,97.0,100,,,,,,,,,,,265.0,-275.0,-275.0,,265.0,265.0,1,165.33,163.33,156.1,,,Russia,,RPU,,24/8/2018,Russia,MOW,Moscow,National Cup
Darya Fedoseeva,F,B,Raw,20.0,20-23,19-23,Amateur Juniors 20-23,51.9,52,,,,,,77.5,82.5,-85.0,,82.5,,,,,,82.5,1,100.69,103.0,91.31,79.11,Yes,Russia,,WRPF,WRPF,6/12/2020,Russia,VOR,Voronezh,Battle for Voronezh
David Hess,M,SBD,Raw,37.5,35-39,24-39,MR-O,101.96,105,125.0,135.0,-145.0,,135.0,70.0,75.0,-82.5,,75.0,165.0,175.0,-182.5,,175.0,385.0,3,235.02,232.54,222.05,48.19,Yes,USA,CO,USAPL,IPF,19/9/2020,USA,CO,,Thunder Open
Jake Pasmore,M,BD,Raw,19.5,20-23,19-23,MR-T3,72.0,74,,,,,,125.0,130.0,-135.0,,130.0,160.0,165.0,172.5,,172.5,302.5,1,222.9,221.95,214.83,,Yes,USA,FL,USAPL,IPF,6/7/2019,USA,FL,,8th Annual Central Florida Open Championships
Rachael Cassidy,F,SBD,Raw,36.0,35-39,24-39,F-O,68.9,70,87.5,90.0,95.0,,95.0,-57.5,-60.0,60.0,,60.0,130.0,135.0,140.0,,140.0,295.0,3,301.0,296.73,261.65,61.17,Yes,,,BDFPA,WDFPF,5/12/2021,Scotland,,,Scottish Open Championships
Milka Kanerva,F,SBD,Raw,12.5,13-15,,Open,43.6,47,40.0,45.0,50.0,,50.0,25.0,27.5,30.0,,30.0,65.0,70.0,-72.5,,70.0,150.0,1,208.06,212.49,190.79,44.98,Yes,Finland,,SVNL,IPF,18/7/2015,Finland,,Kankaapää,Kansallinen klassinen voimanostokilpailu
Sara Del Duca,F,B,Single-ply,57.0,55-59,50-59,Master II,73.9,84,,,,,,95.0,100.5,-102.5,,100.5,,,,,,100.5,1,98.66,96.44,84.88,55.5,Yes,Italy,,FIPL,IPF,10/12/2011,Italy,,Cecina,Campionato di Panca
Britney Kopp,F,SBD,Single-ply,14.5,13-15,14-18,F-JV,55.7,56,125.0,-132.5,132.5,,132.5,57.5,65.0,67.5,,67.5,125.0,132.5,137.5,,137.5,337.5,1,392.6,398.78,352.78,65.65,Yes,USA,WI,USAPL,IPF,1/4/2016,USA,FL,Orlando,High School Nationals
Julie Torres,F,SBD,Single-ply,,,,Girls,71.53,75,,,,,140.61,,,,,52.16,,,,,133.81,326.59,2,326.32,320.16,282.07,55.14,Yes,USA,,THSWPA,,11/1/2014,USA,TX,SAN BENITO HIGH SCHOOL,GREYHOUND INVITATIONAL-GIRLS
Amanda Young,F,SBD,Single-ply,,,40-49,Masters 1,72.0,72,,,,,100.0,,,,,,,,,,115.0,,DQ,,,,,Yes,USA,,NZPF,IPF,7/3/2011,New Zealand,OTA,Dunedin,Otago Powerlifting & Bench Press Championships
Bobby Leitz,M,B,Unlimited,,55-59,,Pro Masters 55-59,140.0,140,,,,,,,,,,392.5,,,,,,392.5,1,215.1,219.33,208.48,110.36,,USA,,IPA,,20/3/2021,USA,TX,Kingwood,Bench Press & Deadlift Worlds
Chole Reiter,F,SBD,Single-ply,,,,Girls,50.08,51.9,,,,,61.23,,,,,38.56,,,,,81.65,181.44,8,227.09,232.8,206.7,37.94,Yes,,,THSWPA,,30/1/2016,USA,TX,Snyder,Snyder Invitational
Yee Khie Jong,M,B,Raw,29.0,24-34,24-39,Group A,94.31,97,,,,,,200.0,208.0,-212.0,,208.0,,,,,,208.0,6,131.46,129.81,124.18,98.01,Yes,Malaysia,,WPPO,,2/12/2017,Mexico,,Mexico City,World Championships
Martine Olsen Egedius,F,SBD,Raw,,,40-49,Masters 40-49,71.05,72,97.5,100.0,105.0,,105.0,57.5,60.0,62.5,,62.5,135.0,147.5,,,147.5,315.0,1,315.91,310.2,273.34,64.23,Yes,,,NSF,IPF,9/9/2017,Norway,,Oslo,Åpent stevne
Thormann Uwe,M,D,Raw,59.0,55-59,,Masters 55-59,112.0,125,,,,,,,,,,,210.0,-230.0,,,210.0,210.0,1,123.55,122.92,117.55,,,USA,,GPA,GPA,8/12/2016,Russia,MOW,Dolgoprudny,World Championships
Tyler Lloyd #2,M,SBD,Raw,,,,M-C-Open,74.0,74,150.0,-162.5,162.5,,162.5,115.0,120.0,125.0,,125.0,170.0,180.0,200.0,,200.0,487.5,6,352.78,350.67,339.02,71.57,Yes,England,YNE,EPA,IPF,10/3/2018,England,,Ashington,YNE Spring Open
